timeOpen,timeClose,timeHigh,timeLow,priceOpen,priceHigh,priceLow,priceClose,volume
1764504000000,1764590399999,1764553260000,1764516060000,2991.375158272472,3051.597960194871,2978.826253782179,2992.112456976073,11530446514.37
1764417600000,1764503999999,1764422340000,1764483240000,3032.29533913097,3051.9628078805713,2966.8508436615202,2991.685213285991,12775481230.49
1764331200000,1764417599999,1764383460000,1764338160000,3014.5435819166487,3095.033163878943,2995.7651439622055,3032.304520679593,20659958963.58
1764244800000,1764331199999,1764253980000,1764296520000,3027.7991215512106,3070.7319320816214,2987.197673884221,3014.5423285577704,16972780500.41
1764158400000,1764244799999,1764224160000,1764202980000,2958.3296772652757,3043.926898240543,2889.890577096853,3027.8119318040585,21433162961.33
1764072000000,1764158399999,1764155700000,1764126300000,2952.5844532367355,2978.7044411503853,2857.8358391462066,2957.9362397882196,23336017778.98
1763985600000,1764071999999,1764060600000,1763986920000,2801.2042966957542,2982.821933435756,2763.3778607342656,2952.7134512271155,32491657388.89
1763899200000,1763985599999,1763949900000,1763899320000,2767.594947600062,2856.4464160684174,2767.472878495068,2801.675994819881,20358404499.14
1763812800000,1763899199999,1763895360000,1763852760000,2766.090610627098,2795.426665407657,2704.50212935943,2767.607325300327,15408928940.75
1763726400000,1763812799999,1763731680000,1763771400000,2829.2645572374454,2880.6031403210513,2626.8716098841765,2765.6991812810684,51476486048.58
1763640000000,1763726399999,1763658540000,1763708640000,3022.8856066075964,3057.7885098480983,2790.5979757023388,2831.77757664528,43917885207.47
1763553600000,1763639999999,1763553600000,1763624460000,3122.6460123837223,3122.6460123837223,2871.227934687814,3023.0707916252395,40229739843.85
1763467200000,1763553599999,1763535120000,1763478240000,3024.4139501847167,3167.9326205656585,2948.329330943221,3122.979075280431,41581494269.97
1763380800000,1763467199999,1763422560000,1763453400000,3092.941704490996,3218.1304750243526,2957.3095680667143,3024.538933016155,41026793235.45
1763294400000,1763380799999,1763330460000,1763377440000,3166.7933946543376,3244.83774665913,3007.0728667143235,3092.8475236003587,30987886524.46
1763208000000,1763294399999,1763273700000,1763208000000,3104.2301415883853,3227.690247210592,3104.2301415883853,3166.631355824231,19932940648.75
1763121600000,1763207999999,1763181540000,1763167500000,3232.2951276256676,3252.6609216126994,3071.970715920644,3103.785612994683,47003809462.78
1763035200000,1763121599999,1763062260000,1763108520000,3412.9949116598796,3561.860791282057,3156.030872897947,3232.757093596231,50283416669.05
1762948800000,1763035199999,1762998600000,1763019240000,3415.795889272641,3586.0139219399143,3373.7115548889283,3413.0942292874925,34898956623.09
1762862400000,1762948799999,1762867380000,1762941780000,3568.4727003325415,3644.528338465235,3404.861825312754,3415.282290355108,39734688530.87
1762776000000,1762862399999,1762781340000,1762836480000,3583.4447127699136,3656.1489531267744,3508.9859482271427,3568.4599460325235,35638045618.84
1762689600000,1762775999999,1762772580000,1762702080000,3400.098538412819,3616.437015261209,3359.717479961687,3582.621384901938,28821543887.96
1762603200000,1762689599999,1762620240000,1762664160000,3435.1474538577354,3482.2683501752085,3357.713197954813,3400.37596030318,23613870397.72
1762516800000,1762603199999,1762596480000,1762563000000,3312.029296530162,3471.8050145833886,3195.896660982653,3435.3011355926037,42609994022.24
1762430400000,1762516799999,1762447620000,1762491120000,3425.360992302688,3454.335946307622,3245.281644902369,3312.25781302969,36731850432.7
1762344000000,1762430399999,1762416960000,1762350060000,3292.148163200289,3479.80954416022,3170.5140104723196,3425.171229798238,46955882330.42
1762257600000,1762343999999,1762263600000,1762335420000,3602.04084383023,3652.687312994025,3063.0870151096806,3292.574458812819,76827517772.92
1762171200000,1762257599999,1762172280000,1762247940000,3911.7478409827245,3912.6334014048134,3560.2635659755874,3602.3080883087623,53091469560.35
1762084800000,1762171199999,1762171080000,1762137000000,3873.8943092088666,3914.8754363002577,3839.9972238722285,3911.063326107516,20479611653.83
1761998400000,1762084799999,1762056480000,1762000500000,3847.1714801541057,3906.780249471645,3832.63465372342,3874.188082475699,17490279523.53
1761912000000,1761998399999,1761982500000,1761912360000,3805.0827340092787,3900.5803440662,3797.669203209498,3847.0803345866584,37800100395.21
1761825600000,1761911999999,1761837420000,1761897900000,3903.322488777149,3948.2225892618376,3681.9093509219833,3804.37514361279,39981939288.66
1761739200000,1761825599999,1761761220000,1761806580000,3980.7589558562163,4036.35300703422,3849.5387086057804,3903.353002865236,35255876155.69
1761652800000,1761739199999,1761704520000,1761728880000,4120.275123357975,4173.505234152472,3940.8342294414606,3982.262344291282,39684155176.8
1761566400000,1761652799999,1761586200000,1761643500000,4158.0108879878,4250.669894139079,4099.569625199066,4120.121880126046,40271333200.73
1761480000000,1761566399999,1761564900000,1761487080000,3953.4373189226203,4177.310732820884,3923.1926965821735,4157.989373405995,29120786315.07
1761393600000,1761479999999,1761460860000,1761396900000,3934.489907378516,3967.645419413299,3914.6407385867406,3953.4710537324304,15245229016.93
1761307200000,1761393599999,1761352260000,1761309120000,3856.0332593103576,4002.561822200949,3849.724861581245,3934.567305617295,34090708715.21
1761220800000,1761307199999,1761281760000,1761221100000,3808.0850225635245,3930.9747491054045,3801.241420619243,3856.0263019833906,36361652714.17
1761134400000,1761220799999,1761135240000,1761210780000,3877.362999860143,3890.632402785622,3718.0770284272025,3808.122297957231,46173305673.28
1761048000000,1761134399999,1761107760000,1761066480000,3980.7404588744257,4109.533228703435,3843.2276975930995,3876.7642814577903,49960290350.31
1760961600000,1761047999999,1760984520000,1760963640000,3984.696166515288,4084.1595767614876,3911.7263131256727,3980.760221948433,40224612562.54
1760875200000,1760961599999,1760957640000,1760905620000,3890.5834283927943,4029.355395397817,3843.773042415801,3984.6496513792736,32870655220.97
1760788800000,1760875199999,1760814540000,1760789820000,3833.009410195521,3927.2456415945694,3822.266472467163,3890.346185255156,23815676384.85
1760702400000,1760788799999,1760706480000,1760739900000,3894.377802628454,3950.566987856308,3678.6204740694907,3832.55893903369,57404271887.61
1760616000000,1760702399999,1760659500000,1760690160000,3987.1488445808027,4079.6483005366777,3829.6539310274316,3894.7543902873417,49147390730.91
1760529600000,1760615999999,1760560440000,1760591820000,4125.361199128064,4213.856082329476,3935.161419138746,3987.4595633605304,50462889452.97
1760443200000,1760529599999,1760445240000,1760481240000,4245.372618353991,4265.105524126223,3895.9736306383984,4125.412115596193,67094148347.32
1760356800000,1760443199999,1760432460000,1760398260000,4164.049304823824,4292.845842040163,4061.2246597723424,4245.467988652308,50253782420.3
1760270400000,1760356799999,1760345520000,1760274000000,3750.9461660377956,4195.3972308896955,3701.478193155853,4164.427884753989,61216174681.4
1760184000000,1760270399999,1760184720000,1760260020000,3840.960353543759,3882.241385224904,3652.7900876047743,3750.6115308419676,62475475937.55
1760097600000,1760183999999,1760103000000,1760174460000,4369.0655944031,4395.570640419271,3460.222497012583,3843.008794689856,97736621123.22
1760011200000,1760097599999,1760012700000,1760072460000,4526.960926967708,4531.716797692582,4273.559683669964,4369.143753516233,47903074595.95
1759924800000,1760011199999,1759987980000,1759939920000,4451.107943107583,4556.221848965494,4417.7682328218,4527.648173974789,40456628234.55
1759838400000,1759924799999,1759887060000,1759924260000,4687.709804535183,4755.220088242719,4443.571527581615,4451.151668673055,54879425294.14
1759752000000,1759838399999,1759824600000,1759755360000,4515.300602965111,4736.209220328198,4492.869968923206,4687.771471605528,44992456373.95
1759665600000,1759751999999,1759694520000,1759669200000,4489.053446403473,4616.533439107569,4472.138643019591,4515.422980118469,44880806324.3
1759579200000,1759665599999,1759603320000,1759638180000,4514.9092676747305,4519.526671006953,4444.012688121932,4489.197230756316,21832270764.34
1759492800000,1759579199999,1759552680000,1759522740000,4486.934511580231,4591.44368638216,4431.47909839992,4514.87045492502,49603450229.51
1759406400000,1759492799999,1759475760000,1759410060000,4352.240536232968,4517.665103307809,4336.526488068113,4487.924041700119,48074066058.4
1759320000000,1759406399999,1759406340000,1759344840000,4146.033609506261,4351.112394013404,4125.542062743245,4351.112394013404,46161664723.13
1759233600000,1759319999999,1759236720000,1759294680000,4217.055000846023,4238.671430658729,4095.443543793063,4145.9577272019615,37679153329.73
1759147200000,1759233599999,1759223280000,1759194300000,4141.35641917098,4234.782770448057,4087.927341644852,4217.341585188446,38560429932.16
1759060800000,1759147199999,1759146600000,1759106820000,4018.6596594101406,4143.004092332701,3969.792952285508,4141.476502066099,24631307053.8
1758974400000,1759060799999,1759020480000,1759007520000,4035.9144643244103,4038.451589839555,3975.7581113991423,4018.6582363571847,20382555776.24
1758888000000,1758974399999,1758953940000,1758888000000,3868.6909517183976,4069.1686724247843,3868.4335626314796,4035.8878258266204,47873508327.81
1758801600000,1758887999999,1758802380000,1758866760000,4153.520929806254,4162.062344736169,3829.0108259988187,3868.3340608759727,68963092030.56
1758715200000,1758801599999,1758768840000,1758730380000,4165.4125766006455,4206.901929727473,4081.34761721511,4153.469155077643,33538388785.46
1758628800000,1758715199999,1758661920000,1758640380000,4203.021518366134,4227.731567169076,4120.815314520671,4165.503909908157,32460075910.51
1758542400000,1758628799999,1758543180000,1758564180000,4451.580653217209,4457.0825687805345,4092.396707210602,4202.877304239028,58221334532.83
1758456000000,1758542399999,1758524460000,1758540120000,4482.584016020225,4499.3890919000205,4447.119362861297,4451.328972313676,19330306132.7
1758369600000,1758455999999,1758429780000,1758404160000,4470.978567011131,4509.811889450456,4459.159368853423,4482.26560172022,18056494321.84
1758283200000,1758369599999,1758288840000,1758348720000,4589.50569006028,4620.792820942658,4443.264747670431,4470.917078833609,30352619652.62
1758196800000,1758283199999,1758208620000,1758220320000,4592.442760528106,4643.972430281962,4556.270131140126,4589.919047298085,33497259157.97
1758110400000,1758196799999,1758193680000,1758178560000,4503.635681411116,4617.234690866837,4429.6444970622315,4592.733369585834,44120899416.67
1758024000000,1758110399999,1758029280000,1758075240000,4526.078198842503,4537.59967838262,4428.33012630699,4503.564611340648,32761501436.4
1757937600000,1758023999999,1757959800000,1757993700000,4609.723011614228,4670.530051249025,4469.8614373781365,4526.820245258209,40224062008.78
1757851200000,1757937599999,1757859360000,1757908920000,4668.171365097097,4690.64185667281,4581.846964772975,4609.597612430404,28394160274.52
1757764800000,1757851199999,1757778660000,1757826960000,4714.703579181968,4763.361237239044,4609.125529993414,4668.17979517556,34843845976.8
1757678400000,1757764799999,1757758980000,1757679540000,4461.479257009117,4734.273788628675,4453.284732680043,4715.246309966483,43839753626.28
1757592000000,1757678399999,1757637060000,1757593140000,4349.2003012396735,4471.698605188801,4339.716656377797,4461.233332655235,35959212991.11
1757505600000,1757591999999,1757556540000,1757509500000,4309.091582667937,4450.4181577939025,4286.0623814924,4349.1461490642805,39521365145.59
1757419200000,1757505599999,1757445600000,1757475840000,4308.283211859238,4381.226649058328,4277.8528504265205,4309.041575454264,30703320924.99
1757332800000,1757419199999,1757388660000,1757341320000,4305.38114420765,4381.275038316,4279.971980201974,4308.072317735402,32277142377.91
1757246400000,1757332799999,1757330520000,1757313840000,4274.166805470284,4334.274407719202,4271.534090519877,4305.347668349683,17426783535.87
1757160000000,1757246399999,1757162880000,1757218920000,4306.973228338428,4327.439777754265,4244.755077982889,4274.242062902954,18108246446.49
1757073600000,1757159999999,1757118720000,1757127840000,4298.8370518842885,4484.361455696447,4258.049765341718,4306.988931601765,44163736675.93
1756987200000,1757073599999,1756989360000,1757058480000,4450.215912825993,4483.4510120425675,4268.58877073413,4298.744222409284,34919798552.38
1756900800000,1756987199999,1756964040000,1756906800000,4324.696399005976,4489.198505279198,4286.206096862772,4450.3889587395715,35260873496.79
1756814400000,1756900799999,1756839540000,1756884780000,4314.391088081611,4414.934250378116,4260.45927622036,4325.36583981861,39884692333.99
1756728000000,1756814399999,1756757040000,1756806120000,4389.626079462059,4490.346630836809,4221.247455772452,4314.470428997761,37530746508.04
1756641600000,1756727999999,1756688580000,1756641720000,4374.89343369744,4497.1769815853395,4373.596892721927,4390.0191302416915,26683044983.7
1756555200000,1756641599999,1756583220000,1756562400000,4360.088901588887,4413.274902234728,4264.195431648271,4374.153377662026,25883112278.16
1756468800000,1756555199999,1756468980000,1756520220000,4507.6315433608115,4513.859497741164,4272.459394500073,4360.153005969946,46899991962.03
